Deck Name,Decklist,Event
plevitin-TeleDAD,"Main Deck — Monsters:
1x Caius the Shadow Monarch
2x Dark Armed Dragon
1x Dark Grepher
2x Destiny HERO - Doom Lord
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Morphing Jar
1x Mystic Tomato
1x Necro Gardna
1x Sangan
1x Snipe Hunter

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
3x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
2x Colossal Fighter
2x Goyo Guardian
2x Magical Android
3x Red Dragon Archfiend
3x Stardust Dragon
3x Thought Ruler Archfiend",SJC Tulsa 2008
ryanspicer-TeleDAD,"Main Deck — Monsters:
1x Armageddon Knight
1x Breaker the Magical Warrior
2x Caius the Shadow Monarch
1x Cyber Valley
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Doom Lord
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
2x Phoenix Wing Wind Blast
3x Solemn Judgment

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus
1x Sanwitch

Extra Deck — Synchros:
2x Colossal Fighter
2x Goyo Guardian
2x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
2x Thought Ruler Archfiend",SJC Tulsa 2008
Russel Rothman-Lightsworn,"Main Deck — Monsters:
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
2x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
3x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
2x Cold Wave
1x Heavy Storm
1x Monster Reborn
3x Solar Recharge

Main Deck — Traps:
3x Beckoning Light
2x Phoenix Wing Wind Blast

Extra Deck — Synchros:
1x Avenging Knight Parshath
1x Colossal Fighter
1x Magical Android
1x Stardust Dragon
1x Thought Ruler Archfiend",SJC Tulsa 2008
Sergio Zamorano-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Caius the Shadow Monarch
1x D.D. Crow
2x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Doom Lord
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Kycoo the Ghost Destroyer
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
2x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
1x Mind Crush
2x Phoenix Wing Wind Blast
2x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Avenging Knight Parshath
2x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Nitro Warrior
1x Red Dragon Archfiend
3x Stardust Dragon
2x Thought Ruler Archfiend",SJC Tulsa 2008
Bobby Chambers-Lightsworn,"Main Deck — Monsters:
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Card of Safe Return
3x Charge of the Light Brigade
1x Cold Wave
1x Foolish Burial
1x Heavy Storm
1x Monster Reborn
1x Monster Reincarnation
1x Mystical Space Typhoon
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Crush Card Virus",SJC Anaheim 2009
Travis Doan-TeleDAD,"Main Deck — Monsters:
2x Caius the Shadow Monarch
1x D.D. Crow
2x Dark Armed Dragon
2x Dark Grepher
1x Destiny HERO - Doom Lord
1x Destiny HERO - Fear Monger
3x Destiny HERO - Malicious
1x Elemental HERO Stratos
3x Krebons
1x Sangan

Main Deck — Spells:
3x Allure of Darkness
1x Brain Control
3x Destiny Draw
3x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
3x Reinforcement of the Army

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
2x Phoenix Wing Wind Blast
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
2x Colossal Fighter
2x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
3x Stardust Dragon
1x Thought Ruler Archfiend",SJC Tulsa 2008
George Garcia-Gladiator Beast,"Main Deck — Monsters:
1x Gladiator Beast Bestiari
1x Gladiator Beast Darius
2x Gladiator Beast Equeste
3x Gladiator Beast Laquari
1x Gladiator Beast Murmillo
2x Gladiator Beast Samnite
1x Gladiator Beast Secutor
3x Phantom Dragon
2x Rescue Cat
3x Test Tiger

Main Deck — Spells:
3x Book of Moon
1x Brain Control
2x Cold Wave
3x Enemy Controller
1x Heavy Storm
1x Monster Reborn
1x Swords of Revealing Light

Main Deck — Traps:
2x Bottomless Trap Hole
2x Gladiator Beast War Chariot
1x Mirror Force
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
3x Gladiator Beast Gyzarus
3x Gladiator Beast Heraklinos

Extra Deck — Synchros:
1x Black Rose Dragon
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Anaheim 2009
Hooman Farahbakush-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Chaos Sorcerer
1x Ehren, Lightsworn Monk
1x Garoth, Lightsworn Warrior
3x Honest
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Phantom of Chaos
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
2x Cold Wave
1x Heavy Storm
1x Monster Reborn
1x Monster Reincarnation
1x Mystical Space Typhoon
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Crush Card Virus
2x Threatening Roar",SJC Anaheim 2009
Jake Silver-Twilight,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Chaos Sorcerer
1x Dark Armed Dragon
1x Ehren, Lightsworn Monk
1x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
3x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Phantom of Chaos
1x Plaguespreader Zombie
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
2x Foolish Burial
1x Heavy Storm
1x Monster Reborn
2x Monster Reincarnation
1x Nobleman of Extermination
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Crush Card Virus

Extra Deck — Synchros:
1x Armory Arm
2x Black Rose Dragon
1x Colossal Fighter
2x Dark Strike Fighter
1x Goyo Guardian
1x Iron Chain Dragon
1x Magical Android
1x Psychic Lifetrancer
1x Red Dragon Archfiend
1x Revived King Ha Des
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Anaheim 2009
Jarel Winston-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
2x Charge of the Light Brigade
2x Cold Wave
2x Foolish Burial
1x Heavy Storm
1x Monster Reborn
1x Monster Reincarnation
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Crush Card Virus

Extra Deck — Synchros:
1x Armory Arm
1x Black Rose Dragon
2x Colossal Fighter
1x Dark Strike Fighter
1x Goyo Guardian
1x Magical Android
2x Red Dragon Archfiend
3x Stardust Dragon
1x Tempest Magician
2x Thought Ruler Archfiend",SJC Anaheim 2009
Jason Holloway-Lightsworn,"Main Deck — Monsters:
1x Card Trooper
2x Celestia, Lightsworn Angel
1x Chaos Sorcerer
2x D.D. Crow
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
1x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Heavy Storm
1x Monster Reborn
1x Reinforcement of the Army
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Crush Card Virus
1x Mirror Force
2x Solemn Judgment
1x Torrential Tribute

Extra Deck — Synchros:
1x Armory Arm
1x Black Rose Dragon
2x Colossal Fighter
2x Dark Strike Fighter
1x Goyo Guardian
1x Iron Chain Dragon
2x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Anaheim 2009
Jeff Jones-Drain TeleDAD,"Main Deck — Monsters:
2x Beast King Barbaros
1x Cyber Dragon
1x Dark Armed Dragon
1x Dark Grepher
2x Destiny HERO - Defender
1x Destiny HERO - Fear Monger
2x Destiny HERO - Malicious
1x Elemental HERO Stratos
2x Krebons
2x Mystic Tomato
1x Phantom Dragon
1x Plaguespreader Zombie
1x Sangan

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
2x Destiny Draw
1x Emergency Teleport
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
1x Reinforcement of the Army
1x Smashing Ground

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
2x Phoenix Wing Wind Blast
3x Skill Drain
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Arcanite Magician
1x Black Rose Dragon
2x Colossal Fighter
2x Dark Strike Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
2x Thought Ruler Archfiend",SJC Anaheim 2009
Jerry Williams-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
1x D.D. Crow
1x Ehren, Lightsworn Monk
1x Garoth, Lightsworn Warrior
3x Honest
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
2x Ryko, Lightsworn Hunter
2x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Giant Trunade
1x Gold Sarcophagus
1x Heavy Storm
1x Lightning Vortex
1x Monster Reborn
1x Monster Reincarnation
3x Solar Recharge

Main Deck — Traps:
1x Beckoning Light
1x Crush Card Virus
1x Mind Crush
3x Solemn Judgment
1x Trap Dustshoot

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
1x Arcanite Magician
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Colossal Fighter
1x Dark Strike Fighter
1x Goyo Guardian
2x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Anaheim 2009
Joseph Franzo-Blackwing,"Main Deck — Monsters:
2x Black Salvo
3x Blackwing - Bora the Spear
3x Blackwing - Gale the Whirlwind
2x Blackwing - Shura the Blue Flame
2x Blackwing - Sirocco the Dawn
1x Cyber Dragon
1x D.D. Crow
1x Dark Armed Dragon
3x Dekoichi the Battlechanted Locomotive
1x Sangan

Main Deck — Spells:
2x Allure of Darkness
2x Book of Moon
2x Dark Eruption
1x Giant Trunade
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
1x Swords of Revealing Light

Main Deck — Traps:
2x Bottomless Trap Hole
1x Crush Card Virus
1x Mirror Force
3x Reckless Greed
3x Threatening Roar

Extra Deck — Fusions:
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
1x Arcanite Magician
2x Black Rose Dragon
2x Blackwing Armor Master
1x Colossal Fighter
2x Dark Strike Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon",SJC Anaheim 2009
Justin Trias-Gladiator Beast,"Main Deck — Monsters:
1x Gladiator Beast Bestiari
2x Gladiator Beast Darius
2x Gladiator Beast Equeste
2x Gladiator Beast Laquari
1x Gladiator Beast Murmillo
2x Gladiator Beast Samnite
1x Gladiator Beast Secutor
2x Rescue Cat
3x Test Tiger

Main Deck — Spells:
3x Book of Moon
1x Brain Control
3x Enemy Controller
3x Gladiator Proving Ground
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
1x Smashing Ground

Main Deck — Traps:
3x Bottomless Trap Hole
3x Gladiator Beast War Chariot
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
3x Gladiator Beast Gyzarus
3x Gladiator Beast Heraklinos

Extra Deck — Synchros:
1x Black Rose Dragon
1x Colossal Fighter
1x Cosmic Fortress Gol'gar
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Thought Ruler Archfiend",SJC Anaheim 2009
Mario Matheu-Drain Beat,"Main Deck — Monsters:
3x Beast King Barbaros
1x Cyber Dragon
3x Elemental HERO Neos Alius
1x Elemental HERO Stratos
3x Garoth, Lightsworn Warrior
3x Honest
3x Thunder King Rai-Oh

Main Deck — Spells:
1x Mystical Space Typhoon
1x Smashing Ground

Main Deck — Traps:
3x Bottomless Trap Hole
3x Dark Bribe
2x Dimensional Prison
1x Dust Tornado
1x Magic Cylinder
1x Mirror Force
3x Royal Oppression
3x Skill Drain
3x Solemn Judgment
1x Torrential Tribute

Extra Deck — Fusions:
1x Chimeratech Fortress Dragon

Extra Deck — Synchros:
1x Arcanite Magician
1x Avenging Knight Parshath
2x Black Rose Dragon
2x Blackwing Armor Master
1x Colossal Fighter
1x Dark Strike Fighter
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Anaheim 2009
Maurice Brantley-Counter Fairy,"Main Deck — Monsters:
3x Bountiful Artemis
1x Cyber Dragon
1x D.D. Warrior Lady
3x Honest
3x Legendary Jujitsu Master
1x Neo-Spacian Grand Mole
3x Thunder King Rai-Oh
3x Van'Dalgyon the Dark Dragon Lord

Main Deck — Spells:
3x Book of Moon
1x Monster Reborn

Main Deck — Traps:
3x Bottomless Trap Hole
2x Compulsory Evacuation Device
3x Dark Bribe
3x Divine Wrath
1x Magic Jammer
1x Mirror Force
2x Seven Tools of the Bandit
3x Solemn Judgment

Extra Deck — Fusions:
1x Chimeratech Fortress Dragon
3x Gladiator Beast Gyzarus
2x Gladiator Beast Heraklinos

Extra Deck — Synchros:
1x Armory Arm
1x Black Rose Dragon
1x Colossal Fighter
1x Dark Strike Fighter
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Thought Ruler Archfiend",SJC Anaheim 2009
Raul Rodriguez-Lightsworn,"Main Deck — Monsters:
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
3x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Card Destruction
1x Card of Safe Return
3x Charge of the Light Brigade
2x Foolish Burial
1x Heavy Storm
1x Monster Reborn
2x Monster Reincarnation
3x Solar Recharge

Main Deck — Traps:
3x Beckoning Light
1x Crush Card Virus
1x Threatening Roar

Extra Deck — Synchros:
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Colossal Fighter
1x Dark Strike Fighter
1x Goyo Guardian
1x Magical Android
2x Stardust Dragon",SJC Anaheim 2009
Ricardo Gaytan-TeleDAD,"Main Deck — Monsters:
1x Breaker the Magical Warrior
1x Dark Armed Dragon
1x Destiny HERO - Diamond Dude
2x Destiny HERO - Malicious
1x Destiny HERO - Plasma
1x Elemental HERO Stratos
2x Krebons
1x Plaguespreader Zombie
1x Psychic Commander
3x Rose, Warrior of Revenge
1x Sangan
1x Spirit Reaper
2x Summoner Monk

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
2x Destiny Draw
1x Divine Sword - Phoenix Blade
1x Emergency Teleport
1x Heavy Storm
1x Lightning Vortex
3x Mind Control
1x Monster Reborn
1x Reinforcement of the Army
1x Scapegoat
1x Swords of Revealing Light

Main Deck — Traps:
1x Crush Card Virus
1x Mirror Force
3x Royal Decree
1x Torrential Tribute

Extra Deck — Fusions:
1x Chimeratech Fortress Dragon
1x Gladiator Beast Gyzarus

Extra Deck — Synchros:
1x Black Rose Dragon
2x Colossal Fighter
1x Dark Strike Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
2x Magical Android
1x Psychic Lifetrancer
1x Red Dragon Archfiend
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Anaheim 2009
Tyler Kobrofsky-Gladiator Beast,"Main Deck — Monsters:
1x Elemental HERO Prisma
1x Elemental HERO Stratos
1x Gladiator Beast Bestiari
2x Gladiator Beast Darius
1x Gladiator Beast Hoplomus
2x Gladiator Beast Laquari
1x Gladiator Beast Murmillo
2x Gladiator Beast Samnite
1x Gladiator Beast Secutor
2x Rescue Cat
1x Sangan
3x Test Tiger

Main Deck — Spells:
2x Book of Moon
1x Brain Control
3x Cold Wave
1x E - Emergency Call
1x Enemy Controller
1x Heavy Storm
1x Monster Reborn
1x Mystical Space Typhoon
1x Smashing Ground

Main Deck — Traps:
2x Bottomless Trap Hole
2x Dimensional Prison
1x Mirror Force
3x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Fusions:
1x Chimeratech Fortress Dragon
3x Gladiator Beast Gyzarus
3x Gladiator Beast Heraklinos
1x Sanwitch

Extra Deck — Synchros:
1x Black Rose Dragon
1x Colossal Fighter
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Thought Ruler Archfiend",SJC Anaheim 2009
Xue Hao Hu-Lightsworn,"Main Deck — Monsters:
2x Celestia, Lightsworn Angel
1x Chaos Sorcerer
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Brain Control
1x Card of Safe Return
3x Charge of the Light Brigade
2x Foolish Burial
1x Heavy Storm
1x Monster Reborn
3x Solar Recharge

Main Deck — Traps:
3x Beckoning Light
1x Crush Card Virus

Extra Deck — Synchros:
1x Arcanite Magician
1x Armory Arm
1x Black Rose Dragon
1x Blackwing Armor Master
1x Colossal Fighter
2x Dark Strike Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
2x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Anaheim 2009
Andrew Fredella-Blackwing,"Main Deck — Monsters:
2x Blackwing - Blizzard the Far North
3x Blackwing - Bora the Spear
1x Blackwing - Gale the Whirlwind
3x Blackwing - Kalut the Moon Shadow
3x Blackwing - Shura the Blue Flame
3x Blackwing - Sirocco the Dawn
2x Blackwing - Vayu the Emblem of Honor
1x Dark Armed Dragon
1x Dark Grepher

Main Deck — Spells:
2x Allure of Darkness
3x Black Whirlwind
2x Book of Moon
1x Brain Control
1x Heavy Storm
1x My Body as a Shield
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
3x Icarus Attack
1x Mirror Force
2x Royal Oppression
1x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Ancient Fairy Dragon
1x Black Rose Dragon
2x Blackwing Armed Wing
2x Blackwing Armor Master
1x Colossal Fighter
1x Goyo Guardian
2x Magical Android
1x Red Dragon Archfiend
1x Sea Dragon Lord Gishilnodon
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Austin 2009
Benjamin Sager-Blackwing,"Main Deck — Monsters:
2x Blackwing - Blizzard the Far North
3x Blackwing - Bora the Spear
1x Blackwing - Gale the Whirlwind
3x Blackwing - Kalut the Moon Shadow
1x Blackwing - Mistral the Silver Shield
3x Blackwing - Shura the Blue Flame
3x Blackwing - Sirocco the Dawn
2x Blackwing - Vayu the Emblem of Honor
1x D.D. Crow
1x Dark Armed Dragon
1x Gorz the Emissary of Darkness

Main Deck — Spells:
2x Allure of Darkness
3x Black Whirlwind
2x Book of Moon
1x Brain Control
1x Giant Trunade
1x Heavy Storm
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
3x Icarus Attack
2x Royal Oppression
1x Solemn Judgment
1x Trap Dustshoot

Extra Deck — Synchros:
1x Black Rose Dragon
2x Blackwing Armed Wing
2x Blackwing Armor Master
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon",SJC Austin 2009
Chris Bowling-Twilight,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
2x Celestia, Lightsworn Angel
2x Chaos Sorcerer
2x Garoth, Lightsworn Warrior
1x Gorz the Emissary of Darkness
3x Honest
2x Judgment Dragon
2x Lumina, Lightsworn Summoner
1x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
2x Shiny Black ""C""
3x Wulf, Lightsworn Beast

Main Deck — Spells:
1x Burial from a Different Dimension
3x Charge of the Light Brigade
2x Gold Sarcophagus
1x Heavy Storm
1x Pot of Avarice
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
2x Bottomless Trap Hole
1x Torrential Tribute

Extra Deck — Synchros:
1x Ancient Fairy Dragon
1x Arcanite Magician
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Blackwing Armor Master
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend
1x X-Saber Urbellum",SJC Austin 2009
Chris Bryson-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
3x Celestia, Lightsworn Angel
2x Garoth, Lightsworn Warrior
3x Honest
1x Jain, Lightsworn Paladin
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
2x Gold Sarcophagus
1x Heavy Storm
1x Monster Reincarnation
1x My Body as a Shield
1x Mystical Space Typhoon
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
2x Bottomless Trap Hole
1x Call of the Haunted
1x Torrential Tribute

Extra Deck — Synchros:
1x Arcanite Magician
1x Armory Arm
1x Avenging Knight Parshath
1x Black Rose Dragon
1x Blackwing Armor Master
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
2x Magical Android
1x Psychic Lifetrancer
1x Red Dragon Archfiend
1x Stardust Dragon
1x Tempest Magician
1x Thought Ruler Archfiend",SJC Austin 2009
Christian Lewis-Blackwing,"Main Deck — Monsters:
2x Blackwing - Blizzard the Far North
3x Blackwing - Bora the Spear
1x Blackwing - Gale the Whirlwind
3x Blackwing - Kalut the Moon Shadow
2x Blackwing - Shura the Blue Flame
3x Blackwing - Sirocco the Dawn
1x Blackwing - Vayu the Emblem of Honor
1x Dark Armed Dragon
2x Kycoo the Ghost Destroyer

Main Deck — Spells:
2x Allure of Darkness
3x Black Whirlwind
1x Book of Moon
1x Brain Control
1x Heavy Storm
2x My Body as a Shield
1x Mystical Space Typhoon

Main Deck — Traps:
2x Bottomless Trap Hole
3x Icarus Attack
1x Mirror Force
2x Royal Oppression
1x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Arcanite Magician
1x Black Rose Dragon
3x Blackwing Armed Wing
2x Blackwing Armor Master
1x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Stardust Dragon
1x Thought Ruler Archfiend",SJC Austin 2009
Daniel Ruiz-Lightsworn,"Main Deck — Monsters:
1x Aurkus, Lightsworn Druid
3x Celestia, Lightsworn Angel
1x Ehren, Lightsworn Monk
2x Garoth, Lightsworn Warrior
3x Honest
2x Judgment Dragon
3x Lumina, Lightsworn Summoner
2x Lyla, Lightsworn Sorceress
3x Necro Gardna
1x Plaguespreader Zombie
1x Ryko, Lightsworn Hunter
3x Wulf, Lightsworn Beast

Main Deck — Spells:
3x Charge of the Light Brigade
1x Foolish Burial
2x Gold Sarcophagus
1x Heavy Storm
1x Monster Reincarnation
1x Mystical Space Typhoon
3x Solar Recharge

Main Deck — Traps:
2x Beckoning Light
1x Call of the Haunted
1x Mirror Force
1x Solemn Judgment

Extra Deck — Fusions:
1x Chimeratech Fortress Dragon

Extra Deck — Synchros:
1x Ancient Fairy Dragon
2x Arcanite Magician
1x Armory Arm
1x Black Rose Dragon
2x Colossal Fighter
1x Gaia Knight, the Force of Earth
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
1x Stardust Dragon
1x Thought Ruler Archfiend
1x X-Saber Urbellum",SJC Austin 2009
Donald Shugart-Zombie TeleDAD,"Main Deck — Monsters:
1x Caius the Shadow Monarch
1x Card Trooper
1x D.D. Crow
1x Dark Armed Dragon
1x Dark Grepher
1x Destiny HERO - Doom Lord
1x Destiny HERO - Fear Monger
2x Destiny HERO - Malicious
1x Destiny HERO - Plasma
1x Elemental HERO Stratos
2x Goblin Zombie
2x Mezuki
2x Necro Gardna
1x Plaguespreader Zombie
1x Sangan
1x Zombie Master

Main Deck — Spells:
2x Allure of Darkness
1x Brain Control
2x Burial from a Different Dimension
3x Destiny Draw
1x Heavy Storm
1x Lightning Vortex
1x Mystical Space Typhoon
1x Reinforcement of the Army
1x Scapegoat

Main Deck — Traps:
2x Bottomless Trap Hole
1x Call of the Haunted
1x Mirror Force
1x Phoenix Wing Wind Blast
1x Solemn Judgment
1x Torrential Tribute
1x Trap Dustshoot

Extra Deck — Synchros:
1x Ancient Fairy Dragon
1x Black Rose Dragon
2x Colossal Fighter
1x Doomkaiser Dragon
1x Goyo Guardian
1x Magical Android
1x Red Dragon Archfiend
2x Revived King Ha Des
2x Stardust Dragon
1x Thought Ruler Archfiend
1x X-Saber Urbellum
1x XX-Saber Gottoms",SJC Austin 2009
